"lp","wojewodztwo","woj","WOJ2","powiat","pow","POW2","gmina","gmi","GMI","TERYT","miasto","lok","ubiegal","operator","odpowiedz","termininw","innaodp","data"
11238,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-04-24 08:07"
11239,"MAZOWIECKIE",14,14,"otwocki",17,17,"Kołbiel (gmina wiejska)",5,"05","141705","Radachówka",,1,4,1,0,,"2014-04-24 10:45"
11240,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Krzeszowice (gmina miejsko-wiejska)",6,"06","120606","Głóchuwki","Sanka 378",1,1,1,0,,"2014-04-24 12:10"
11241,"ŁÓDZKIE",10,10,"pabianicki",8,"08","Lutomiersk (gmina wiejska)",6,"06","100806","Wrzšca","Polna 18",1,1,1,0,,"2014-04-24 18:00"
11242,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Krzeszowice (gmina miejsko-wiejska)",6,"06","120606","Frywałd",,1,6,3,0,"brak możliwoci technicznych , brak zasiegu nie tylko internetu ale i telefonii komórkowej, bardzo czeste zaniki sygnalów","2014-04-25 09:17"
11243,"ŁÓDZKIE",10,10,"kutnowski",2,"02","Krzyżanów (gmina wiejska)",5,"05","100205","Łęki Kocielne",,1,4,1,0,,"2014-04-26 14:10"
11244,"LUBELSKIE",6,"06","zamojski",20,20,"Skierbieszów (gmina wiejska)",10,10,"062010","zršb",,1,2,1,0,,"2014-04-27 09:11"
11245,"LUBELSKIE",6,"06","zamojski",20,20,"Skierbieszów (gmina wiejska)",10,10,"062010","skierbieszów ","zamojska",1,2,1,0,,"2014-04-27 09:13"
11246,"WARMIŃSKO-MAZURSKIE",28,28,"Olsztyn",62,62,"Olsztyn (gmina miejska)",1,"01","286201","Olsztyn","Myszki Miki",1,2,1,0,,"2014-04-27 09:29"
11247,"WARMIŃSKO-MAZURSKIE",28,28,"lidzbarski",9,"09","Lidzbark Warmiński (gmina wiejska)",3,"03","280903","Kłębowo",,1,2,1,0,,"2014-04-27 13:04"
11248,"POMORSKIE",22,22,"starogardzki",13,13,"Osiek (gmina wiejska)",8,"08","221308","Jaszczerek",,1,3,1,0,,"2014-04-27 14:53"
11249,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-04-28 07:51"
11250,"LĽSKIE",24,24,"żywiecki",17,17,"Żywiec (gmina miejska)",1,"01","241701","Żywiec","Stawowa",1,1,3,0,"brak usługi vdsl ","2014-04-28 17:13"
11251,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-04-29 08:18"
11252,"KUJAWSKO-POMORSKIE",4,"04","radziejowski",11,11,"Osięciny (gmina wiejska)",4,"04","041104","Wola Skarbkowa",,1,2,1,0,,"2014-04-29 12:23"
11253,"ŁÓDZKIE",10,10,"Łód",61,61,"Łód (gmina miejska)",1,"01","106101","Bałuty","Rydzowa 17",1,1,3,0,"Kombinowanie jak koń pod górę będzie odpowiednim rozpoczęciem,



w skrócie Virtual Line Sp.z.o.o, która wiadczy usługi nie chce  podpisać ze mnš umowy na internet (3oMb), gdy sšsiedzi (jeden na przeciwko drugi klatka obok) majš 40Mb+, a płacę 55zł (cena za 30Mb) a mam 10Mb....","2014-04-29 18:16"
11254,"WIĘTOKRZYSKIE",26,26,"skarżyski",10,10,"Skarżysko Kocielne (gmina wiejska)",4,"04","261004","Skarżysko Kocielne","Iłżecka",2,0,0,0,,"2014-04-29 18:54"
11255,"ŁÓDZKIE",10,10,"rawski",13,13,"Sadkowice (gmina wiejska)",6,"06","101306","Kłopoczyn",,1,2,1,0,,"2014-04-30 09:18"
11256,"PODLASKIE",20,20,"suwalski",12,12,"Suwałki (gmina wiejska)",7,"07","201207","Płociczno-Tartak",,1,1,1,0,,"2014-04-30 11:01"
11257,"ZACHODNIOPOMORSKIE",32,32,"Szczecin",62,62,"Szczecin (gmina miejska)",1,"01","326201","Płonia",,1,2,1,0,,"2014-04-30 11:26"
11260,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,3,0,"Nie sš zainteresowani wioskami","2014-05-01 14:36"
11261,"MAŁOPOLSKIE",12,12,"suski",15,15,"Maków Podhalański (gmina miejsko-wiejska)",6,"06","121506","Białka",,1,1,1,0,,"2014-05-01 21:39"
11262,"MAŁOPOLSKIE",12,12,"suski",15,15,"Zawoja (gmina wiejska)",8,"08","121508","Skawica",,1,1,1,0,,"2014-05-01 21:42"
11263,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-02 11:17"
11264,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-02 12:59"
11265,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-02 12:59"
11266,"MAZOWIECKIE",14,14,"garwoliński",3,"03","Sobolew (gmina wiejska)",11,11,"140311","Sobolew","Polna",1,2,1,0,,"2014-05-02 17:19"
11267,"LUBUSKIE",8,"08","kronieński",2,"02","Dšbie (gmina wiejska)",4,"04","080204","Ciemnice",,1,3,1,0,,"2014-05-02 19:42"
11268,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","Krzeszowice (gmina miejsko-wiejska)",6,"06","120606","Nowa Góra","Paryż",1,1,1,0,,"2014-05-03 18:26"
11269,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,3,0,"Nie sš zainteresowani wsiš","2014-05-03 19:51"
11270,"ZACHODNIOPOMORSKIE",32,32,"gryfiński",6,"06","Gryfino (gmina miejsko-wiejska)",4,"04","320604","Nowe Brynki","Lipowa ",2,0,0,0,,"2014-05-03 23:03"
11271,"LĽSKIE",24,24,"cieszyński",3,"03","Goleszów (gmina wiejska)",7,"07","240307","Goleszów","Wolnoci",1,1,1,0,,"2014-05-04 21:14"
11272,"LUBELSKIE",6,"06","widnicki",17,17,"Mełgiew (gmina wiejska)",2,"02","061702","Minkowice",,1,4,1,0,,"2014-05-04 23:19"
11273,"POMORSKIE",22,22,"tczewski",14,14,"Subkowy (gmina wiejska)",5,"05","221405","Mała Słońca","wierkowa 6",1,3,1,0,,"2014-05-05 13:01"
11274,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,4,3,0,"Nie sš zainteresowani wioskami","2014-05-05 15:25"
11275,"WARMIŃSKO-MAZURSKIE",28,28,"szczycieński",17,17,"Dwierzuty (gmina wiejska)",2,"02","281702","Zalesie",,1,1,3,0,"odpowied operatora (TP SA, obecnie ORANGE) składała się z dwóch częci: po pierwsze brak możliwoci technicznych, po drugie - brak chęci inwestowania w internet szerokopasmowy dla takiej odległoci, w jakiej jest nasza wie od rozdzielni internetu (ok. 8 km) ","2014-05-05 19:10"
11276,"POMORSKIE",22,22,"gdański",4,"04","Tršbki Wielkie (gmina wiejska)",8,"08","220408","CZERNIEWO",,1,3,1,0,,"2014-05-06 07:39"
11277,"MAZOWIECKIE",14,14,"legionowski",8,"08","Serock (gmina miejsko-wiejska)",4,"04","140804","Kania Polska","Nadbużańska",1,3,1,0,,"2014-05-06 14:28"
11278,"LUBELSKIE",6,"06","biłgorajski",2,"02","Biłgoraj (gmina wiejska)",3,"03","060203","Nadrzecze",,1,1,1,0,,"2014-05-06 21:17"
11279,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-07 08:56"
11280,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-07 08:57"
11281,"ZACHODNIOPOMORSKIE",32,32,"koszaliński",9,"09","Polanów (gmina miejsko-wiejska)",6,"06","320906","Chomiec","Kršg, działka nr. 1",1,5,1,0,,"2014-05-07 12:52"
11282,"DOLNOLĽSKIE",2,"02","jeleniogórski",6,"06","Piechowice (gmina miejska)",3,"03","020603","Piechowice","Liczyrzepy",1,1,3,0,"Nieopłacalnoć, pomimo dostarczania usług u bezporedniego sšsiada. Przyłšcze u sšsiada (inna ulica - Kolonijna) znajduje się w odległoci mniejszej niż 30 m od mojego domu przy bocznej ulicy - Liczyrzepy.","2014-05-07 15:51"
11283,"ZACHODNIOPOMORSKIE",32,32,"policki",11,11,"Kołbaskowo (gmina wiejska)",2,"02","321102","Siadło Górne","przy drodze jest ale dalej juz nie, mieszkam 150m od drogi i 80m od skrzynki od tp",1,2,1,0,,"2014-05-07 20:55"
11284,"ZACHODNIOPOMORSKIE",32,32,"policki",11,11,"Kołbaskowo (gmina wiejska)",2,"02","321102","Siadło Górne","100m od ulicy",1,4,1,0,,"2014-05-07 20:57"
11285,"ZACHODNIOPOMORSKIE",32,32,"policki",11,11,"Kołbaskowo (gmina wiejska)",2,"02","321102","Siadło Górne","100m od ulicy",1,4,1,0,,"2014-05-07 21:36"
11287,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-08 11:32"
11288,"MAZOWIECKIE",14,14,"piaseczyński",18,18,"Lesznowola (gmina wiejska)",3,"03","141803","Magdalenka","Piaskowa",1,1,1,0,,"2014-05-08 12:40"
11289,"MAZOWIECKIE",14,14,"piaseczyński",18,18,"Lesznowola (gmina wiejska)",3,"03","141803","Łazy","Rolna",1,1,1,0,,"2014-05-08 12:41"
11290,"WIELKOPOLSKIE",30,30,"Poznań",64,64,"Poznań (gmina miejska)",1,"01","306401","Poznań","Jana Czekanowskiego",1,3,1,0,,"2014-05-08 19:01"
11291,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-09 07:49"
11292,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","wištniki Górne (gmina miejsko-wiejska)",14,14,"120614","Wrzšsowice","Zaogrodzie",1,1,1,0,,"2014-05-09 12:42"
11293,"MAŁOPOLSKIE",12,12,"krakowski",6,"06","wištniki Górne (gmina miejsko-wiejska)",14,14,"120614","Wrzšsowice","Zaogrodzie",1,3,1,0,,"2014-05-09 12:46"
11294,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-10 00:49"
11295,"ZACHODNIOPOMORSKIE",32,32,"sławieński",13,13,"Sławno (gmina miejska)",2,"02","321302","sławno","witosa 7c",1,3,3,0,"piec lat temu tp napisalo ze w ciagu pol roku poprowadza przewod.","2014-05-12 00:31"
11296,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-12 09:45"
11297,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-12 14:53"
11298,"KUJAWSKO-POMORSKIE",4,"04","bydgoski",3,"03","Nowa Wie Wielka (gmina wiejska)",5,"05","040305","Pršdocin","Piaskowa",1,3,1,0,,"2014-05-12 17:53"
11299,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,3,0,"Mieszkam na wsi i nie majš ochoty inwestować","2014-05-12 20:33"
11300,"PODKARPACKIE",18,18,"kronieński",7,"07","Iwonicz-Zdrój (gmina miejsko-wiejska)",3,"03","180703","Iwonicz-Zdrój","Zdrojowa",1,3,2,2,,"2014-05-12 23:09"
11301,"LĽSKIE",24,24,"gliwicki",5,"05","Knurów (gmina miejska)",1,"01","240501","Knurów","Wieczorka 24",1,10,3,0,"Brak możliwoci technicznych, inwestycje na tym obszarze w najbliższym czasie nie będš przeprowadzane. 

Dostaję mnóstwo wiadomoci z odmowami, żaden operator nie chce się podjšć nawet radiowego internetu, chciałbym mieć dostęp do internetu bez limitu danych mamy w końcu XXI wiek wszyscy mnie zbywajš już opadam z sił potrzebuje dostępu do stałego łšcza internetowego.","2014-05-12 23:19"
11302,"POMORSKIE",22,22,"człuchowski",3,"03","Rzeczenica (gmina wiejska)",7,"07","220307","gockowo",,1,2,1,0,,"2014-05-13 09:11"
11303,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-13 10:22"
11304,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-13 10:23"
11305,"PODLASKIE",20,20,"białostocki",2,"02","Zabłudów (gmina miejsko-wiejska)",14,14,"200214","Zabłudów-Kolonia",,1,10,1,0,,"2014-05-13 10:24"
11306,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,4,3,0,"Brak zainteresowania","2014-05-13 20:28"
11307,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-13 20:29"
11308,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,1,0,,"2014-05-13 20:30"
11309,"MAŁOPOLSKIE",12,12,"chrzanowski",3,"03","Trzebinia (gmina miejsko-wiejska)",5,"05","120305","Trzebinia","Podbuczyna",1,5,1,0,,"2014-05-14 08:30"
11310,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,1,0,,"2014-05-14 18:45"
11311,"MAZOWIECKIE",14,14,"miński",12,12,"Mińsk Mazowiecki (gmina wiejska)",11,11,"141211","Marianka","Marianka",0,0,2,4,,"2014-05-15 14:31"
11312,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków","Gdańska",1,2,1,0,,"2014-05-15 16:12"
11313,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków",,0,0,0,0,,"2014-05-15 16:16"
11314,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków",,0,0,0,0,,"2014-05-15 16:16"
11315,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków",,0,0,0,0,,"2014-05-15 16:17"
11316,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków",,0,0,0,0,,"2014-05-15 16:17"
11317,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina miejska)",1,"01","300201","Czarnków",,0,0,0,0,,"2014-05-15 16:17"
11318,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina wiejska)",2,"02","300202","mieszkowo",,1,2,1,0,,"2014-05-15 16:20"
11319,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina wiejska)",2,"02","300202","mieszkowo",,0,0,0,0,,"2014-05-15 16:21"
11320,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina wiejska)",2,"02","300202","mieszkowo",,0,0,0,0,,"2014-05-15 16:23"
11321,"WIELKOPOLSKIE",30,30,"czarnkowsko-trzcianecki",2,"02","Czarnków (gmina wiejska)",2,"02","300202","mieszkowo",,0,0,0,0,,"2014-05-15 16:24"
11322,"ŁÓDZKIE",10,10,"pabianicki",8,"08","Pabianice (gmina wiejska)",7,"07","100807","Wola Żytowska",,1,3,2,4,,"2014-05-16 08:12"
11323,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-16 15:42"
11324,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,3,0,"Brak odpowiedniej iloci chętnych","2014-05-16 16:28"
11325,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:31"
11326,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:32"
11327,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:33"
11328,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:34"
11329,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:35"
11330,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:35"
11331,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:36"
11332,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:37"
11333,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:38"
11334,"DOLNOLĽSKIE",2,"02","lwówecki",12,12,"Mirsk (gmina miejsko-wiejska)",4,"04","021204","Przecznica",,1,1,1,0,,"2014-05-16 16:38"
11335,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna ",,1,3,1,0,,"2014-05-16 16:51"
11336,"ŁÓDZKIE",10,10,"zgierski",20,20,"Ozorków (gmina wiejska)",6,"06","102006","Solca Wielka","Solca Wielka 23",1,10,1,0,,"2014-05-18 07:29"
11337,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-18 21:15"
11339,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-19 21:02"
11340,"DOLNOLĽSKIE",2,"02","wałbrzyski",21,21,"Stare Bogaczowice (gmina wiejska)",7,"07","022107","Lubomin","Główna 12",1,5,3,0,"Brak wolnych portów. Nie ma listy oczekujšcych. Trzeba dzwonić i się dowiadywać czy co się zwolniło.","2014-05-20 14:43"
11341,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-20 16:30"
11342,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-20 16:31"
11343,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-20 16:32"
11344,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-20 16:33"
11345,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,3,1,0,,"2014-05-20 16:33"
11346,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,4,1,0,,"2014-05-20 16:36"
11347,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,4,1,0,,"2014-05-20 16:37"
11348,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,2,1,0,,"2014-05-20 16:37"
11349,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,2,1,0,,"2014-05-20 16:37"
11350,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,2,1,0,,"2014-05-20 16:38"
11351,"MAŁOPOLSKIE",12,12,"tarnowski",16,16,"Skrzyszów (gmina wiejska)",8,"08","121608","Ładna",,1,2,1,0,,"2014-05-20 16:39"
11352,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-21 19:14"
11353,"KUJAWSKO-POMORSKIE",4,"04","Bydgoszcz",61,61,"Bydgoszcz (gmina miejska)",1,"01","046101","Bydgoszcz","Szubińska",1,6,1,0,,"2014-05-22 12:02"
11354,"PODLASKIE",20,20,"hajnowski",5,"05","Kleszczele (gmina miejsko-wiejska)",7,"07","200507","Dobrowoda","kolejowa",1,5,1,0,,"2014-05-22 19:52"
11355,"MAZOWIECKIE",14,14,"wyszkowski",35,35,"Zabrodzie (gmina wiejska)",6,"06","143506","Gaj","Lena",1,1,1,0,,"2014-05-23 11:16"
11356,"MAZOWIECKIE",14,14,"sokołowski",29,29,"Kosów Lacki (gmina miejsko-wiejska)",5,"05","142905","Grzymały",,2,0,0,0,,"2014-05-23 15:09"
11357,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,4,2,4,,"2014-05-23 18:50"
11358,"DOLNOLĽSKIE",2,"02","kłodzki",8,"08","Lewin Kłodzki (gmina wiejska)",9,"09","020809","Dańczów",,1,3,1,0,,"2014-05-24 16:25"
11359,"LĽSKIE",24,24,"Jaworzno",68,68,"Jaworzno (gmina miejska)",1,"01","246801","Jaworzno","Jaworowa",1,2,2,3,,"2014-05-25 07:24"
11360,"ŁÓDZKIE",10,10,"skierniewicki",15,15,"Nowy Kawęczyn (gmina wiejska)",7,"07","101507","Podtrzcianna",,1,1,1,0,,"2014-05-25 15:29"
11362,"KUJAWSKO-POMORSKIE",4,"04","wiecki",14,14,"wiecie (gmina miejsko-wiejska)",9,"09","041409","wiecie","Wojska Polskiego (prawa strona ulicy)",1,2,3,0,"z prawej strony ul. Wojska Polskiego nie ma wystarczajšcej liczby mieszkańców by rozbudowywać sieć","2014-05-26 18:34"
11363,"WARMIŃSKO-MAZURSKIE",28,28,"działdowski",3,"03","Iłowo-Osada (gmina wiejska)",3,"03","280303","Iłowo-Osada","Kraszewska",1,2,1,0,,"2014-05-26 20:21"
11364,"POMORSKIE",22,22,"bytowski",1,"01","Kołczygłowy (gmina wiejska)",4,"04","220104","Kołczygłowy","Słupska 81",2,0,0,0,,"2014-05-26 23:32"
11366,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-27 20:39"
11367,"ZACHODNIOPOMORSKIE",32,32,"goleniowski",4,"04","Nowogard (gmina miejsko-wiejska)",4,"04","320404","Ostrzyca",,1,3,2,4,,"2014-05-27 20:40"
11368,"MAZOWIECKIE",14,14,"makowski",11,11,"Szelków (gmina wiejska)",10,10,"141110","Przeradowo",,1,2,1,0,,"2014-05-28 07:47"
11369,"MAZOWIECKIE",14,14,"grodziski",5,"05","Żabia Wola (gmina wiejska)",6,"06","140506","Osowiec","Lisia",1,2,3,0,"Brak możliwoci technicznych oraz odmowa wykonania przyłšcza kablowego na koszt odbiorcy.","2014-05-28 13:22"
11373,"LĽSKIE",24,24,"Mysłowice",70,70,"Mysłowice (gmina miejska)",1,"01","247001","Mysłowice","Słoneczne Wzgórze",1,2,1,0,,"2014-05-30 09:07"
11374,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:44"
11375,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:45"
11376,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11377,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11378,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11379,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11380,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11381,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11382,"ŁÓDZKIE",10,10,"radomszczański",12,12,"Żytno (gmina wiejska)",14,14,"101214","Kozie Pole","cała miejscowoć",1,2,1,0,,"2014-05-30 10:46"
11383,"WIELKOPOLSKIE",30,30,"poznański",21,21,"Mosina (gmina miejsko-wiejska)",10,10,"302110","wištniki","Kórnicka",1,2,1,0,,"2014-05-30 11:28"
11384,"WIELKOPOLSKIE",30,30,"poznański",21,21,"Mosina (gmina miejsko-wiejska)",10,10,"302110","wištniki","Kórnicka ",1,2,1,0,,"2014-05-30 11:35"
11385,"PODKARPACKIE",18,18,"przeworski",14,14,"Kańczuga (gmina miejsko-wiejska)",5,"05","181405","KAŃCZUGA","11-LISTOPADA",1,1,2,1,,"2014-05-30 13:52"
11386,"MAZOWIECKIE",14,14,"miński",12,12,"Halinów (gmina miejsko-wiejska)",7,"07","141207","Nowy Konik","Terespolska",1,1,1,0,,"2014-05-30 14:24"
11387,"MAŁOPOLSKIE",12,12,"bocheński",1,"01","Rzezawa (gmina wiejska)",7,"07","120107","Bratucice","Podlesie",1,4,3,0,"brak zasięgu","2014-05-30 14:43"
