"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Leśniów Mały","52°00'18''","15°16'43''","0809035"
"Leśniów Wielki","51°59'12''","15°18'39''","0809035"
"Leśniówka","49°38'35''","21°38'22''","1807012"
"Leśniówka","51°00'51''","20°23'37''","2604112"
"Leśniówka","50°49'22''","20°36'15''","2661011"
"Leśniówka","49°40'08''","20°23'05''","1207072"
"Leśniówka","49°56'20''","20°10'45''","1219012"
"Leśniówka","49°35'39''","20°08'06''","1207102"
"Leśniówka","49°50'05''","19°32'46''","1218052"
"Leśno","54°26'35''","18°17'38''","2215092"
"Leśno","53°56'57''","17°42'02''","2202025"
"Leśno","53°05'30''","18°56'29''","0405022"
"Leśno","50°01'15''","18°53'50''","2410055"
"Leśno Górne","53°30'37''","14°30'51''","3211045"
"Leśnogóra","52°15'22''","21°52'08''","1433022"
"Leśnówka","49°39'50''","20°18'46''","1207112"
"Leśnukówka","49°36'16''","19°50'31''","1215052"
"Leśny Dworek","53°09'05''","16°35'04''","3019062"
"Leśny Dworek","53°07'01''","16°35'02''","3002075"
"Lesiec","50°43'20''","17°48'26''","1609022"
"Leśny Dwór","53°47'56''","18°10'46''","2213072"
"Leśny Dwór","53°33'12''","20°58'38''","2817062"
"Leśny Folwark","52°24'36''","15°54'03''","3015032"
"Leśny Fort","53°30'32''","21°35'52''","2816035"
"Leśny Młyn","51°07'04''","17°19'53''","0214062"
"Leśny Rów","54°11'38''","21°30'06''","2808062"
"Leśny Zaborów","52°18'12''","20°43'11''","1432072"
"Leśny Zakątek","54°07'49''","22°09'59''","2813032"
"Leśny Zakątek","54°07'46''","22°11'30''","2813032"
"Letni Dwór","54°35'23''","18°09'49''","2215102"
"Kolonia Letnia","51°31'11''","17°55'04''","3018065"
"Letnica","51°53'54''","15°19'59''","0809072"
"Letnica","54°23'25''","18°38'56''","2261011"
"Osiedle Letnica","51°53'23''","15°19'18''","0809072"
"Letniki","54°05'24''","19°11'54''","2209082"
"Letniki","53°12'58''","23°04'33''","2002032"
"Letnin","53°06'55''","14°58'53''","3212055"
"Letnisko","49°20'57''","22°05'13''","1817042"
"Letniska","51°36'52''","18°51'33''","1014082"
"Letnisko-Warda","51°46'57''","21°54'40''","1403144"
"Letnisko Leśne","52°28'19''","17°14'06''","3021124"
"Letnisko Mostówka","52°31'14''","21°27'03''","1435062"
"Letnisko Nowy Jadów","52°30'07''","21°37'34''","1434062"
"Letnisko-Boszkowo","51°57'08''","16°20'00''","3013072"
"Letnoga","50°24'36''","20°08'18''","1208042"
"Kolonia Lewa","52°55'20''","15°33'24''","0806045"
"Lewałd Wielki","53°26'14''","19°59'08''","2815022"
"Kolonia Lewałd Wielki","53°25'21''","19°59'21''","2815022"
"Lewandowszczyzna","51°00'34''","22°38'03''","0609092"
"Lewandów","52°18'48''","21°03'58''","1465038"
"Kolonia Lewartowskiego","54°20'35''","18°40'40''","2261011"
"Lewaszówka","51°32'28''","21°18'51''","1425042"
"Lewice","52°28'24''","15°58'39''","3014035"
"Lewice","50°06'00''","17°47'24''","1602022"
"Lewice","54°01'20''","15°19'13''","3205085"
"Lewickie","53°02'58''","23°08'13''","2002052"
"Lewickie-Kolonia","53°03'16''","23°09'02''","2002052"
"Lewiczyn","53°07'57''","20°16'30''","1413032"
"Lewiczyn","51°48'03''","20°51'44''","1406012"
"Lewiczynek","52°26'16''","15°57'52''","3015032"
"Lewików","51°47'19''","21°30'11''","1403062"
"Lewików","51°47'07''","21°29'33''","1403072"
"Lewin","52°47'25''","18°48'09''","0401082"
"Lewin","51°42'22''","20°27'13''","1013062"
"Lewin Brzeski","50°45'01''","17°37'12''","1601044"
"Lewin Kłodzki","50°24'21''","16°17'24''","0208092"
"Lewinko","54°27'25''","18°03'54''","2215062"
"Lewino","54°26'57''","18°05'33''","2215062"
"Lewinowo","54°16'32''","17°51'42''","2205072"
"Lewinów","52°17'24''","21°04'45''","1465118"
"Lewiny","51°57'59''","18°58'11''","1011052"
"Lewki","52°43'25''","23°12'46''","2003032"
"Lewki","53°38'46''","23°12'05''","2011015"
"Lewki","49°40'43''","20°04'42''","1207021"
"Kolonia Lewki","52°43'31''","23°11'19''","2003032"
"Kolonia Lewki","53°38'08''","23°12'23''","2011015"
"Lewkowiec","51°41'15''","17°47'48''","3017042"
"Lewków","51°41'39''","17°51'43''","3017042"
"Lewkówka","51°29'39''","19°39'15''","1010062"
"Lewkówka","49°52'02''","19°24'58''","1218015"
"Lewniowa","49°52'34''","20°39'17''","1202052"
"Lewonie","53°20'16''","22°48'39''","2008065"
"Kolonia Lewonie","53°20'27''","22°48'24''","2008065"
"Lewosze","52°29'55''","23°13'06''","2010062"
"Lewoszów","51°02'20''","20°14'19''","2605042"
"Lewsze","53°00'15''","23°40'49''","2002075"
"Osiedle Leyka","53°33'57''","21°00'22''","2817011"
"Leziona","51°39'37''","18°03'14''","3017025"
"Leźnica Mała","52°02'29''","19°04'60''","1004052"
"Leźnica Wielka","51°59'47''","19°08'37''","1020072"
"Leźnica Wielka-Osiedle","51°59'29''","19°07'35''","1020072"
"Leźno","54°20'46''","18°25'58''","2205085"
"Leżachowiec","50°12'21''","22°34'58''","1814075"
"Leżachów","50°08'48''","22°37'05''","1814075"
"Leżachów-Osada","50°07'43''","22°37'37''","1804042"
"Leżajna","52°02'48''","19°32'20''","1004062"
"Leżajsk","50°15'48''","22°25'03''","1808011"
"Leżanik","50°42'17''","20°49'47''","2604152"
"Leżenica","53°09'12''","16°31'38''","3019062"
"Leżenica-Kolonia","53°09'54''","16°33'41''","3019062"
"Leżenica-Podgórze","53°09'10''","16°30'38''","3019062"
"Leżenice","51°37'41''","21°19'39''","1407022"
"Leżne","51°45'45''","20°58'54''","1406062"
"Leżnica","54°03'58''","19°44'26''","2804075"
"Leżuchowo","54°01'36''","17°47'41''","2206022"
"Lębork","54°32'37''","17°44'60''","2208011"
"Osiedle Lęborskie","54°10'29''","15°34'57''","3208011"
"Łędławki","54°06'06''","20°56'38''","2801045"
"Lędowa","53°58'05''","15°31'47''","3208052"
"Lędowo","54°33'36''","16°48'56''","2212102"
"Lędowo","54°16'32''","18°43'51''","2204042"
"Lędowo-Osiedle","54°34'22''","16°49'14''","2212102"
"Kolonia Lędowo","54°15'22''","18°43'51''","2204042"
"Lędyczek","53°32'09''","16°57'25''","3031055"
"Lędyczek Drugi","53°35'13''","16°59'55''","2203025"
"Lędziechowo","54°38'47''","17°41'05''","2208042"
"Lędzin","54°04'09''","15°04'29''","3205032"
"Lędzina","51°24'43''","17°24'21''","0213022"
"Lędziny","50°40'10''","18°01'44''","1609012"
"Lędziny","50°07'41''","19°06'20''","2414031"
"Lęgniszewo","52°56'34''","17°24'02''","3028035"
"Lęgów","50°04'04''","18°20'19''","2411022"
"Lękwica","54°34'33''","17°08'37''","2212082"
"Lgiń","51°52'33''","16°14'44''","0812035"
"Lgiń","51°51'04''","16°12'24''","0812035"
"Lgniąca","52°37'10''","20°59'21''","1424032"
"Lgoczanka","50°41'45''","19°33'00''","2404032"
"Lgota","50°12'24''","19°33'20''","1203055"
"Lgota","50°51'22''","19°01'22''","2406015"
"Ogumie","50°35'51''","19°14'39''","2409025"
"Lgota","49°55'44''","19°33'27''","1218082"
"Lgota-Mokrzesz","50°36'44''","19°14'17''","2409025"
"Lgota-Nadwarcie","50°36'42''","19°15'32''","2409025"
"Lgota Błotna","50°41'05''","19°34'25''","2404092"
"Lgota Gawronna","50°39'49''","19°34'06''","2404092"
"Lgota Górna","50°36'03''","19°14'34''","2409025"
"Lgota Leśna","50°21'46''","19°49'46''","1212075"
"Lgota Mała","50°59'04''","19°20'11''","2404082"
"Lgota Murowana","50°32'30''","19°34'04''","2416042"
"Lgota Wielka","51°08'55''","19°19'34''","1012082"
"Lgota Wielka","50°21'44''","19°50'28''","1212075"
"Lgota Wolbromska","50°22'52''","19°42'16''","1212075"
"Kolonia Lgota","51°08'51''","19°18'35''","1012082"
"Lgotka","50°33'28''","19°32'56''","2416042"
"Lgów","52°06'14''","17°32'07''","3006045"
"Libartowo","52°22'51''","17°15'49''","3021085"
"Osiedle Libelta","52°59'17''","17°29'24''","0410014"
"Liberadz","52°59'44''","20°12'29''","1413072"
"Liberdy","49°36'21''","20°03'43''","1207102"
"Libertów","52°16'25''","21°35'58''","1412142"
"Libertów","49°58'25''","19°54'26''","1206092"
"Libertów Górny","49°58'28''","19°54'03''","1206092"
"Libet","49°56'46''","20°13'50''","1219022"
"Libiaszówka","49°46'46''","20°07'01''","1209092"
"Libiąż","51°02'33''","18°24'37''","1608024"
"Libiąż","50°06'24''","19°19'47''","1203044"
"Libiąż Duży","50°06'06''","19°18'17''","1203044"
"Libiąż Mały","50°05'34''","19°20'01''","1203044"
"Libichowa","49°51'54''","20°20'15''","1201082"
"Libidza","50°53'03''","18°59'25''","2406015"
"Libiszów","51°31'36''","23°02'07''","0613072"
"Libiszów","51°26'01''","20°18'53''","1007045"
"Libiszów-Kolonia","51°25'57''","20°17'53''","1007045"
"Libobry","52°11'18''","17°39'32''","3030012"
"Libowiec","49°56'12''","18°36'04''","2467011"
"Librantowa","49°40'04''","20°45'12''","1210022"
"Osiedle Liburnia","49°45'21''","18°37'58''","2403011"
"Libusza","49°41'26''","21°14'23''","1205025"
"Lichacze","50°10'23''","22°56'54''","1809065"
"Lichaje","49°23'29''","20°00'48''","1217022"
"Lichajówka","49°18'41''","20°03'46''","1217052"
"Lichawa","51°45'39''","18°59'58''","1019025"
"Lichawa","51°31'20''","19°01'36''","1003032"
"Lichawa-Kolonia","51°45'38''","19°01'05''","1019025"
"Lichenek","52°19'08''","18°38'16''","3009022"
"Licheń","52°54'03''","15°35'41''","0806045"
"Lichnowo","52°14'47''","18°24'33''","3010052"
"Lichnowy","54°06'57''","18°54'47''","2209032"
"Lichnowy","53°39'04''","17°36'22''","2202032"
"Lichnówki","54°06'27''","18°53'43''","2209032"
"Lichnówki Pierwsze","54°05'34''","18°52'14''","2209032"
"Lichoc","51°12'55''","20°02'22''","1007082"
"Lichosielce","53°45'04''","23°34'07''","2001045"
"Lichosytowa","49°29'50''","19°42'38''","1211052"
"Lichtajny","53°39'11''","20°00'03''","2815092"
"Lichtajny","53°33'12''","20°14'02''","2814095"
"Lichtarz","49°43'31''","21°28'06''","1805011"
"Lichty","51°43'00''","22°37'16''","0615032"
"Lichwin","52°40'59''","16°03'56''","3014045"
"Lichwin","52°41'09''","16°03'30''","3014045"
"Lichwin","49°53'19''","20°57'32''","1216042"
"Lichynia","50°25'14''","18°13'52''","1611045"
"Liciąż Mała","49°51'52''","21°11'24''","1216065"
"Liciąż Wielka","49°51'58''","21°10'34''","1216065"
"Liciążna","51°33'12''","20°15'12''","1016052"
"Liciszewy","52°58'51''","19°04'21''","0415032"
"Licze","53°44'07''","19°04'20''","2207032"
"Lidzbark","53°15'41''","19°49'20''","2803044"
"Lidzbark-Nadleśnictwo","53°15'01''","19°46'11''","2803045"
"Lidzbark Warmiński","54°07'33''","20°34'59''","2809011"
"Ligasówka","49°30'17''","20°28'17''","1210092"
"Ligasówka","49°19'35''","19°56'43''","1217052"
"Ligasy","49°40'35''","20°08'29''","1207092"
"Ligasy","49°31'11''","20°22'44''","1211102"
"Ligęzów","50°52'07''","18°35'30''","1608035"
"Ligęzów","51°33'15''","20°35'56''","1423032"
"Ligęzówka","49°36'42''","20°50'12''","1210042"
"Ligęzy","49°47'10''","19°50'17''","1209042"
"Ligi","53°45'47''","19°44'48''","2815075"
"Lignowy Szlacheckie","53°54'29''","18°46'50''","2214045"
"Kolonia Ligocka","50°26'09''","17°39'48''","1610015"
"Ligockowie","49°31'14''","18°59'57''","2417092"
"Ligoczyzna","49°49'21''","19°37'03''","1218072"
"Ligota","51°42'03''","16°36'32''","0204015"
"Ligota","51°47'10''","17°41'14''","3017065"
"Ligota","51°20'59''","17°06'36''","0220035"
"Ligota","51°08'25''","17°01'20''","0264011"
"Ligota","51°22'21''","17°48'30''","3018042"
"Ligota","50°26'42''","17°59'33''","1605025"
"Ligota","51°29'14''","18°50'49''","1014052"
"Ligota","51°28'47''","18°55'58''","1003042"
"Ligota","50°21'06''","19°58'44''","1208055"
"Ligota","50°13'41''","18°58'32''","2469011"
"Ligota","50°05'18''","18°34'43''","2473011"
"Ligota","49°52'41''","18°57'04''","2402045"
"Ligota Bialska","50°24'36''","17°40'45''","1610015"
"Ligota Czamborowa","50°34'28''","18°10'38''","1611012"
"Ligota Dobrodzieńska","50°43'58''","18°24'40''","1608015"
"Ligota Dolna","50°58'22''","18°10'26''","1604025"
"Ligota Dolna","50°29'26''","18°07'11''","1611055"
"Ligota Dziesławska","51°20'56''","17°36'03''","0214075"
"Ligota Górna","50°58'24''","18°14'45''","1604025"
"Ligota Górna","50°29'05''","18°09'07''","1611055"
"Ligota Książęca","51°01'04''","17°34'25''","1606025"
"Ligota Książęca","50°09'25''","18°13'26''","2411082"
"Ligota Łabędzka","50°20'46''","18°34'55''","2405052"
"Ligota Mała","51°08'32''","17°21'55''","0214062"
"Ligota Mała","51°02'43''","18°01'48''","1604045"
"Ligota Mała","50°13'49''","18°05'38''","1603052"
"Ligota Mała","50°40'18''","16°48'41''","0202075"
"Ligota Odbudowanie","51°47'30''","17°42'53''","3017065"
"Ligota Oleska","50°57'31''","18°32'18''","1608052"
"Ligota Piękna","51°13'55''","17°02'47''","0220042"
"Ligota Polska","51°15'02''","17°32'39''","0214062"
"Ligota Prószkowska","50°33'11''","17°49'55''","1609105"
"Ligota Rybińska","51°22'31''","17°42'33''","0214055"
"Ligota Strupińska","51°24'03''","16°48'16''","0220025"
"Ligota Ścinawska","50°26'40''","17°32'53''","1607035"
"Ligota Toszecka","50°27'01''","18°27'28''","2405075"
"Ligota Tułowicka","50°34'52''","17°39'14''","1609122"
"Ligota Turawska","50°47'09''","18°11'03''","1609132"
"Ligota Tworkowska","50°01'28''","18°15'56''","2415072"
"Ligota Wielka","50°45'31''","16°47'20''","0202062"
"Ligota Wielka","51°10'10''","17°23'20''","0214062"
"Ligota Wielka","50°16'32''","18°01'45''","1603042"
"Ligota Wielka","50°29'14''","17°06'40''","1607065"
"Ligota Wołczyńska","51°01'23''","18°01'51''","1604045"
"Ligota Woźnicka","50°36'40''","19°02'34''","2407084"
"Ligota Zabrska","50°16'42''","18°42'02''","2466011"
"Ligota Zamecka","50°58'29''","18°14'06''","1604025"
"Ligota","51°29'23''","18°49'14''","1014052"
"Ligotka","51°08'43''","16°31'15''","0218045"
"Ligotka","51°23'50''","16°57'49''","0220025"
"Ligotka","51°04'46''","17°40'19''","1606025"
"Ligotka","49°59'55''","18°20'37''","2415062"
"Ligowiec","52°26'10''","17°02'09''","3021165"
"Ligowo","52°49'28''","19°28'49''","1427032"
"Ligówko","52°49'18''","19°30'05''","1427032"
"Ligusowa","49°38'36''","19°55'27''","1209022"
"Ligusówka","49°44'40''","19°26'57''","1215072"
"Zagroda Ligusowa","49°40'20''","19°47'14''","1215052"
"Lijewo","52°32'49''","19°02'29''","0418052"
"Likiec","52°55'03''","19°26'41''","0408075"
"Likowo","53°46'31''","15°15'25''","3205045"
"Liksajny","53°48'55''","19°47'26''","2815075"
"Likszany","53°47'07''","19°33'14''","2807075"
"Likusy","53°29'02''","20°28'36''","2811045"
"Likusy","53°47'39''","20°26'12''","2862011"
"Lila","51°40'55''","17°14'30''","3012065"
"Liliopol","52°18'23''","19°02'34''","1002032"
"Limanowa","49°43'13''","20°24'28''","1207011"
"Limanowa Góra","49°43'09''","20°25'39''","1207011"
"Osiedle Limanowskiego","53°50'19''","23°00'02''","2001011"
"Osiedle Limanowskiego","52°31'59''","19°42'55''","1462011"
"Limasy","49°28'35''","20°41'25''","1210152"
"Limierz","50°04'19''","20°27'39''","1201032"
"Limierze","49°44'12''","20°20'12''","1207122"
"Lemierze","49°36'05''","20°05'44''","1207102"
"Limów","49°40'48''","19°39'55''","1215082"
"Limża","53°36'17''","19°12'53''","2807045"
"Linarczyk","53°25'51''","18°46'41''","0406012"
"Linda","51°54'18''","19°18'28''","1020092"
"Lindów","51°54'07''","20°30'11''","1438025"
"Lindów","51°02'54''","18°51'45''","2406032"
"Linery","52°26'49''","17°24'58''","3003025"
"Linia","54°27'06''","17°56'03''","2215062"
"Linie","53°10'57''","18°19'18''","0403022"
"Linia-Wybudowanie","54°27'17''","17°56'44''","2215062"
"Linie","52°06'32''","15°50'08''","3029022"
"Linie","52°29'37''","16°07'18''","3015025"
"Linie","53°11'11''","14°45'03''","3212012"
"Liniec","53°46'12''","16°17'10''","3215025"
"Liniewko","54°02'42''","18°37'50''","2214062"
"Liniewko Kościerskie","54°06'11''","18°10'53''","2206072"
"Liniewo","54°04'35''","18°13'36''","2206052"
"Liniewskie Góry","54°05'06''","18°12'57''","2206052"
"Linin","51°56'03''","21°10'37''","1418015"
"Lininek","51°55'55''","21°09'46''","1418015"
"Linki","53°51'18''","19°16'59''","2216022"
"Linki","53°52'20''","19°44'44''","2815052"
"Linkowo","52°58'03''","15°54'48''","0806015"
"Linkowo","54°05'34''","21°15'50''","2808032"
"Linków","51°49'18''","20°12'36''","1013042"
"Linkworówka","49°35'42''","19°54'08''","1211112"
"Linne","51°53'44''","18°37'24''","3027035"
"Linne","53°04'25''","19°29'02''","0412042"
"Linne","51°52'40''","18°37'13''","3027035"
"Kolonia Linne","51°53'48''","18°35'53''","3027035"
"Linowiec","54°01'05''","18°29'55''","2213122"
"Linówiec","52°30'27''","18°05'14''","3023032"
"Linowiec","53°15'01''","18°06'20''","0403032"
"Linowiec","53°19'27''","18°36'48''","0404042"
"Linowiec","53°25'36''","19°44'27''","2812032"
"Linowno","53°29'08''","15°54'18''","3203025"
"Linowo","53°54'12''","16°44'18''","3215035"
"Linowo","53°25'29''","19°02'36''","0406062"
"Linowo","54°17'49''","22°37'13''","2818022"
"Linowo","53°43'34''","20°33'30''","2814102"
"Linowo","53°38'53''","20°57'40''","2817022"
"Kolonia Linowo","53°43'25''","20°32'38''","2814102"
"Kolonia Linowo","53°38'55''","20°56'34''","2817022"
"Linów","51°22'43''","21°30'18''","1436055"
"Linów","50°51'31''","21°48'37''","2609095"
"Linów-Kolonia","50°51'48''","21°47'39''","2609095"
"Linów-Góry","50°51'04''","21°49'23''","2609095"
"Linówek","53°43'48''","18°13'46''","0416052"
"Linówek","54°09'43''","23°07'47''","2009032"
"Linówko","53°25'29''","15°28'18''","3214055"
"Lińsk","53°41'18''","18°08'22''","0416052"
"Lińsk-Wybudowanie","53°40'48''","18°09'02''","0416052"
"Lińskie","51°54'53''","23°23'13''","0601172"
"Lipa","50°58'18''","16°01'01''","0205025"
"Lipa","50°56'45''","17°43'08''","1606042"
"Lipa","52°25'51''","15°16'05''","0807045"
"Lipa","52°44'32''","16°48'15''","3016032"
"Lipa","53°03'02''","17°16'34''","3001055"
"Lipa","50°36'32''","17°00'56''","0224065"
"Lipa","53°59'17''","17°55'29''","2206032"
"Lipa","52°23'51''","19°25'09''","1404022"
"Lipa","52°49'10''","20°12'10''","1420102"
"Lipa","52°45'03''","21°06'31''","1424045"
"Lipa-Gajówka","52°39'32''","21°31'02''","1435012"
"Lipa","53°04'56''","21°01'39''","1422042"
"Lipa","52°57'56''","20°40'32''","1402082"
"Lipa","53°01'07''","22°51'12''","2002065"
"Lipa","51°38'07''","21°16'49''","1407022"
"Lipa","50°41'18''","22°03'60''","1818055"
"Lipa","52°00'01''","18°58'60''","1011052"
"Lipa","51°55'03''","19°35'39''","1020085"
"Lipa","49°41'49''","22°22'53''","1813012"
"Lipa","51°06'48''","20°10'26''","2605052"
"Lipa","50°44'22''","20°41'56''","2604122"
"Lipa","50°39'53''","20°33'40''","2602082"
"Lipa","49°40'28''","21°16'31''","1205052"
"Lipa-Bagna","52°43'35''","16°46'33''","3016032"
"Lipa-Krępa","51°08'58''","21°36'39''","1409035"
"Lipa-Miklas","51°09'09''","21°36'38''","1409035"
"Lipieniec","50°29'20''","18°10'45''","1611055"
"Lipa Druga","53°03'39''","17°16'20''","3001055"
"Lipa Pierwsza","53°02'59''","17°16'28''","3001055"
"Lipa Piotrowska","51°10'30''","16°59'37''","0264011"
"Lipa Przednia","53°34'39''","21°40'34''","2816035"
"Lipce","51°12'45''","16°06'29''","0209062"
"Lipce","54°18'08''","18°37'55''","2261011"
"Lipce","53°44'00''","15°40'32''","3216062"
